
char	x1 y1 x2 y2 x3 y3 x4 y4 x5 y5 x6 y6 x7 y7 x8 y8 x9 y9	
b	0 0.046875 0.078125 0.1484375 0.0546875 0.4765625 0.046875 0.8125 0.15625 0.90625 0.2734375 0.7734375 0.5 0.671875 0.53125 0.9375 0.359375 0.9921875
c	0.8125 0.046875 0.5546875 0.0859375 0.3515625 0.1875 0.1171875 0.4140625 0.0234375 0.625 0.0703125 0.875 0.359375 0.9609375 0.6484375 0.921875 0.8828125 0.8671875
q	0.4921875 0.0546875 0.1796875 0.0546875 0.015625 0.3359375 0.234375 0.515625 0.46875 0.2421875 0.40625 0.203125 0.3671875 0.515625 0.3671875 0.8984375 0.3359375 0.7421875
u	0.0390625 0.125 0 0.4296875 0.0234375 0.75 0.1171875 0.96875 0.3203125 0.8671875 0.421875 0.6875 0.484375 0.4453125 0.578125 0.1953125 0.578125 0.0390625
h	0.0078125 0.1015625 0.0390625 0.3046875 0.09375 0.703125 0.1015625 0.8515625 0.2734375 0.5546875 0.4140625 0.2890625 0.765625 0.234375 0.796875 0.5703125 0.6796875 0.984375
p	0.3359375 0.0546875 0.1875 0.46875 0.0625 0.8203125 0.0625 0.84375 0.25 0.453125 0.390625 0.1875 0.5859375 0.0078125 0.765625 0.21875 0.578125 0.5234375
j	0.15625 0.34375 0.15625 0.53125 0.203125 0.71875 0.1953125 0.90625 0.015625 0.9765625 0 0.765625 0.15625 0.6796875 0.28125 0.625 0.171875 0
g	0.5234375 0 0.2109375 0.1953125 0.359375 0.421875 0.6328125 0.359375 0.7109375 0.2734375 0.8203125 0.5546875 0.7734375 0.8828125 0.3828125 0.9921875 0 0.9375
e	0.0625 0.3984375 0.4453125 0.3828125 0.65625 0.203125 0.4609375 0 0.109375 0.203125 0 0.5078125 0.0703125 0.9296875 0.3828125 0.9609375 0.8046875 0.875
v	0 0.234375 0.09375 0.46875 0.2265625 0.7265625 0.34375 0.8828125 0.484375 0.984375 0.6015625 0.8046875 0.7109375 0.484375 0.828125 0.2265625 0.8984375 0.03125
l	0 0 0.015625 0.140625 0.015625 0.2421875 0.015625 0.3828125 0.015625 0.4765625 0.015625 0.6171875 0.015625 0.7109375 0.015625 0.859375 0 0.9609375
s	0.421875 0.34375 0.6328125 0.25 0.3125 0.203125 0 0.3515625 0.3046875 0.6015625 0.71875 0.7265625 0.8828125 0.9609375 0.5 0.9921875 0.1953125 0.9296875
f	0.296875 0.4921875 0.40625 0.34375 0.4140625 0.1015625 0.3125 0.109375 0.2734375 0.3671875 0.25 0.65625 0.21875 0.8828125 0.1328125 0.5859375 0.328125 0.5859375
v	0 0.4765625 0.1015625 0.234375 0.34375 0.34375 0.2578125 0.625 0.2421875 0.9765625 0.5546875 0.8125 0.734375 0.515625 0.8359375 0.28125 0.984375 0.453125
c	0.703125 0.0859375 0.5546875 0.046875 0.2421875 0.2890625 0 0.5546875 0.015625 0.84375 0.15625 0.953125 0.4140625 0.9921875 0.7734375 0.9453125 0.984375 0.8828125
s	0.75 0.0546875 0.4375 0.0234375 0.0390625 0.1171875 0.1875 0.3359375 0.6796875 0.4765625 0.9453125 0.65625 0.7421875 0.8984375 0.421875 0.9609375 0.0390625 0.9921875
m	0.0078125 0.9921875 0.0546875 0.625 0.2421875 0.46875 0.46875 0.609375 0.5078125 0.9375 0.5625 0.59375 0.71875 0.390625 0.9765625 0.5 0.96875 0.875
i	0.09375 0.46875 0.1171875 0.46875 0.1015625 0.5625 0.1015625 0.65625 0.1015625 0.7578125 0.0859375 0.859375 0.078125 0.953125 0.1875 0.96875 0.046875 0
d	0 0.78125 0.2265625 0.9921875 0.625 0.9140625 0.609375 0.625 0.2578125 0.5 0.515625 0.5234375 0.578125 0.0859375 0.59375 0.390625 0.65625 0.8203125
n	0.1640625 0.4921875 0.0234375 0.8125 0.0234375 0.8203125 0.125 0.5 0.2734375 0.234375 0.4609375 0.0390625 0.7734375 0.0546875 0.8828125 0.328125 0.9140625 0.6171875
f	0.34375 0.0234375 0.1875 0.078125 0.1875 0.265625 0.2109375 0.484375 0.2421875 0.703125 0.21875 0.859375 0 0.609375 0.1640625 0.5625 0.375 0.53125
u	0.1015625 0.03125 0.0078125 0.375 0.0078125 0.8125 0.203125 0.9921875 0.5390625 0.765625 0.6875 0.515625 0.6875 0.1484375 0.65625 0.40625 0.8203125 0.6953125
y	0.09375 0.1484375 0.3359375 0.2421875 0.390625 0.4296875 0.5703125 0.140625 0.4765625 0.328125 0.359375 0.484375 0.234375 0.640625 0.1171875 0.8125 0 0.9921875
h	0 0 0.0078125 0.3515625 0.0078125 0.703125 0.03125 0.9140625 0.1640625 0.6953125 0.390625 0.4375 0.4296875 0.7421875 0.53125 0.8984375 0.78125 0.9765625
p	0.09375 0.109375 0.09375 0.46875 0.109375 0.78125 0.046875 0.40625 0.1015625 0.140625 0.234375 0 0.3828125 0.2578125 0.3203125 0.4609375 0.015625 0.453125
c	0.5234375 0 0.2578125 0.0625 0.1640625 0.1640625 0.0390625 0.2890625 0 0.5078125 0 0.828125 0.125 0.9921875 0.3359375 0.9921875 0.5390625 0.9375
b	0.046875 0 0.0234375 0.3046875 0.0234375 0.5546875 0.0234375 0.8984375 0.1484375 0.453125 0.3359375 0.59375 0.40625 0.75 0.2890625 0.953125 0.1015625 0.9765625
l	0 0 0 0.1484375 0.0078125 0.25 0.0234375 0.40625 0.0234375 0.515625 0.0390625 0.65625 0.046875 0.75 0.0625 0.9140625 0.09375 0.9765625
u	0.2265625 0.171875 0.1328125 0.34375 0 0.890625 0.3046875 0.84375 0.5546875 0.5625 0.75 0.2890625 0.78125 0.1484375 0.515625 0.6171875 0.6015625 0.9765625
c	0.59375 0.34375 0.609375 0.1015625 0.4765625 0 0.2109375 0.0703125 0.046875 0.2890625 0 0.5546875 0.15625 0.890625 0.359375 0.9921875 0.59375 0.8828125
s	0.9375 0.125 0.609375 0.0234375 0.265625 0.15625 0.2109375 0.4296875 0.546875 0.546875 0.875 0.625 0.8359375 0.875 0.484375 0.9921875 0.015625 0.96875
h	0 0.0078125 0 0.296875 0.015625 0.578125 0.015625 0.8671875 0.015625 0.6796875 0.0859375 0.4453125 0.328125 0.4609375 0.3984375 0.6796875 0.390625 0.9609375
p	0 0.390625 0.1171875 0.078125 0.1484375 0.40625 0.1953125 0.8203125 0.234375 0.703125 0.25 0.390625 0.28125 0.046875 0.6015625 0.15625 0.859375 0.3203125
t	0.1875 0 0.203125 0.203125 0.1640625 0.3984375 0.125 0.546875 0.1015625 0.78125 0.1875 0.9375 0.328125 0.984375 0.140625 0.484375 0.2890625 0.4765625
n	0.1015625 0.1484375 0 0.5078125 0 0.8515625 0.09375 0.5390625 0.234375 0.3046875 0.5234375 0.1484375 0.8203125 0.2890625 0.90625 0.6484375 0.984375 0.9140625
h	0.34375 0.2890625 0.6328125 0.265625 0.8046875 0.03125 0.5390625 0.3515625 0.328125 0.65625 0.078125 0.9140625 0.21875 0.765625 0.421875 0.8203125 0.6640625 0.90625
z	0.03125 0.125 0.4921875 0.109375 0.9140625 0.1015625 0.6171875 0.3125 0.3984375 0.546875 0.078125 0.90625 0.234375 0.90625 0.671875 0.875 0.9375 0.8203125
i	0.1015625 0.2890625 0.1015625 0.3828125 0.1015625 0.4765625 0.1015625 0.5703125 0.1015625 0.6640625 0.09375 0.7578125 0.0859375 0.8515625 0.0859375 0.9453125 0 0
m	0.0625 0.15625 0.0625 0.6484375 0.0703125 0.8984375 0.34375 0.46875 0.4453125 0.4296875 0.53125 0.6875 0.875 0.4765625 0.890625 0.6640625 0.75 0.953125
w	0 0.4921875 0.046875 0.7421875 0.140625 0.9921875 0.359375 0.8125 0.4921875 0.6171875 0.5703125 0.7734375 0.6015625 0.9140625 0.7265625 0.75 0.953125 0.5625
d	0.421875 0.015625 0.453125 0.34375 0.4375 0.7578125 0.4375 0.859375 0.453125 0.5390625 0.21875 0.515625 0.0703125 0.6875 0 0.890625 0.2890625 0.96875
a	0.2578125 0.1796875 0.0234375 0.4765625 0.125 0.8828125 0.4765625 0.6484375 0.609375 0.1640625 0.1953125 0.1171875 0.5546875 0.09375 0.5703125 0.6171875 0.65625 0.9921875
z	0.0390625 0.328125 0.2734375 0.3671875 0.4609375 0.515625 0.3671875 0.6640625 0.28125 0.8125 0.25 0.9921875 0.5234375 0.953125 0.7421875 0.921875 0.984375 0.9453125
f	0.0078125 0.1328125 0.0546875 0.4453125 0.09375 0.828125 0.0703125 0.8828125 0.0390625 0.5859375 0.015625 0.28125 0.1015625 0.015625 0.3359375 0.1328125 0.1484375 0.40625
m	0.0234375 0.8828125 0 0.4453125 0.03125 0.3359375 0.1640625 0.765625 0.4609375 0.65625 0.578125 0.3125 0.6953125 0.0390625 0.7734375 0.46875 0.8984375 0.9921875
f	0.078125 0.9921875 0.125 0.8359375 0.1484375 0.6328125 0.1484375 0.3984375 0.1640625 0.1953125 0.21875 0.0859375 0.3515625 0 0.09375 0.3203125 0.2890625 0.3125
u	0.03125 0.1640625 0 0.46875 0.0703125 0.8203125 0.3203125 0.9453125 0.609375 0.7734375 0.6484375 0.5 0.6171875 0.359375 0.65625 0.6953125 0.984375 0.9375
f	0.296875 0.0546875 0.4921875 0.0078125 0.234375 0 0.09375 0.1640625 0.125 0.53125 0.21875 0.765625 0.28125 0.9296875 0.15625 0.3359375 0.4296875 0.3359375
a	0.2265625 0.09375 0.4765625 0.046875 0.546875 0.3359375 0.4921875 0.71875 0.75 0.9453125 0.2109375 0.5234375 0 0.765625 0.1640625 0.9765625 0.5625 0.90625
d	0.3515625 0.5078125 0.25 0.9609375 0.7578125 0.859375 0.78125 0.375 0.1796875 0.4765625 0.1171875 0.921875 0.6171875 0.7421875 0.796875 0.2578125 0.7578125 0.96875
k	0.1640625 0 0.109375 0.28125 0.0625 0.5625 0.0234375 0.796875 0.4453125 0.265625 0.3125 0.421875 0.2109375 0.5546875 0.2109375 0.7109375 0.3984375 0.7109375
c	0.6484375 0.2734375 0.7109375 0.0859375 0.5390625 0 0.2421875 0.0703125 0.0234375 0.296875 0 0.5078125 0.0234375 0.7890625 0.3125 0.9921875 0.59375 0.953125
b	0.1953125 0.0703125 0.1875 0.3046875 0.09375 0.6328125 0 0.859375 0.1328125 0.8046875 0.34375 0.7109375 0.5546875 0.7578125 0.3984375 0.953125 0.15625 0.9453125
y	0 0.0078125 0.015625 0.265625 0.140625 0.4375 0.3125 0.4140625 0.3828125 0.1640625 0.359375 0.1171875 0.265625 0.484375 0.1875 0.75 0.109375 0.96875
g	0.3515625 0.0078125 0.109375 0.1015625 0 0.4140625 0.1953125 0.4609375 0.3125 0.2265625 0.296875 0.28125 0.25 0.6796875 0.203125 0.9296875 0.015625 0.9296875
s	0.5859375 0.1640625 0.5 0.125 0.0546875 0.265625 0.1484375 0.5546875 0.5859375 0.625 0.9375 0.703125 0.7890625 0.921875 0.375 0.9921875 0.0078125 0.9921875
i	0.1640625 0.3515625 0.1171875 0.4453125 0.1015625 0.5 0.0703125 0.625 0.046875 0.6875 0 0.8046875 0 0.859375 0 0.96875 0.09375 0
y	0 0.0234375 0.03125 0.3203125 0.234375 0.34375 0.296875 0.125 0.28125 0.4609375 0.3046875 0.7578125 0.1875 0.984375 0.109375 0.734375 0.2890625 0.5859375
l	0.0078125 0.0703125 0.0703125 0.140625 0.0625 0.3125 0.0546875 0.5703125 0.09375 0.796875 0.15625 0.9140625 0.25 0.9765625 0.40625 0.953125 0.5625 0.921875
p	0 0.1015625 0.046875 0.40625 0.0859375 0.7421875 0.09375 0.8515625 0.0234375 0.4921875 0.0078125 0.1015625 0.3046875 0 0.3984375 0.2734375 0.03125 0.2734375
a	0.53125 0.7734375 0.6015625 0.34375 0.484375 0.0078125 0.09375 0.34375 0 0.7578125 0.328125 0.671875 0.4765625 0.3984375 0.546875 0.5703125 0.578125 0.9921875
z	0.015625 0.1796875 0.21875 0.234375 0.4453125 0.3203125 0.25 0.5703125 0.1328125 0.71875 0.0625 0.9140625 0.390625 0.96875 0.703125 0.9375 0.9609375 0.9375
e	0.1484375 0.203125 0.3984375 0.3046875 0.6015625 0.1015625 0.4375 0 0.1640625 0.2578125 0.03125 0.5234375 0 0.8359375 0.203125 0.984375 0.4765625 0.96875
v	0.0078125 0.0859375 0.0859375 0.25 0.203125 0.53125 0.296875 0.8046875 0.3828125 0.8359375 0.453125 0.6328125 0.59375 0.390625 0.7421875 0.1796875 0.90625 0.0234375
o	0.1484375 0.1796875 0 0.4375 0.015625 0.8046875 0.25 0.9921875 0.53125 0.765625 0.6328125 0.5078125 0.5390625 0.0625 0.2265625 0.046875 0.1015625 0.3828125
k	0.015625 0 0.0234375 0.3125 0.0078125 0.6328125 0 0.90625 0.3125 0.171875 0.125 0.3671875 0.09375 0.4140625 0.3828125 0.578125 0.6015625 0.734375
x	0 0.359375 0.234375 0.421875 0.203125 0.84375 0.1015625 0.8046875 0.375 0.5859375 0.6328125 0.3984375 0.59375 0.4375 0.6015625 0.828125 0.984375 0.875
q	0.34375 0.109375 0.15625 0.0234375 0.015625 0.15625 0.0625 0.328125 0.25 0.296875 0.34375 0.2578125 0.3671875 0.5078125 0.3671875 0.7109375 0.3671875 0.953125
m	0 0.203125 0 0.6875 0.0390625 0.453125 0.328125 0.2109375 0.4921875 0.4921875 0.578125 0.296875 0.8828125 0.21875 0.9765625 0.5546875 0.9453125 0.96875
d	0.5390625 0 0.515625 0.34375 0.453125 0.703125 0.5234375 0.796875 0.3828125 0.5546875 0.1171875 0.578125 0.0546875 0.8515625 0.2578125 0.96875 0.4921875 0.9375
k	0.0703125 0.0546875 0.0234375 0.21875 0.015625 0.71875 0 0.9296875 0.109375 0.6015625 0.2265625 0.4453125 0.328125 0.59375 0.234375 0.734375 0.359375 0.890625
r	0 0.4453125 0.078125 0.6484375 0.140625 0.890625 0.265625 0.8515625 0.296875 0.6328125 0.3828125 0.4921875 0.5 0.375 0.734375 0.265625 0.9609375 0.2109375
b	0 0 0.0234375 0.3515625 0.03125 0.65625 0.03125 0.796875 0.1484375 0.546875 0.3828125 0.484375 0.53125 0.6953125 0.375 0.921875 0.09375 0.8828125
y	0 0.0625 0 0.296875 0.203125 0.3828125 0.296875 0.1875 0.1953125 0.2890625 0.265625 0.6328125 0.3046875 0.890625 0.0625 0.90625 0.2734375 0.640625
y	0 0.0234375 0.0859375 0.2265625 0.1484375 0.3203125 0.28125 0.4140625 0.3671875 0.1796875 0.3515625 0.4296875 0.3203125 0.640625 0.2734375 0.859375 0.2265625 0.9921875
j	0.2890625 0.4140625 0.3046875 0.5546875 0.296875 0.7421875 0.28125 0.8828125 0.1953125 0.9765625 0.1015625 0.9609375 0.0234375 0.8359375 0 0.7421875 0.28125 0.0390625
r	0.015625 0 0.0390625 0.3359375 0.078125 0.609375 0.0859375 0.9375 0.109375 0.7734375 0.125 0.5078125 0.171875 0.234375 0.3671875 0.125 0.671875 0.109375
n	0.1171875 0.4765625 0.0390625 0.4609375 0.125 0.828125 0.140625 0.625 0.2734375 0.328125 0.59375 0.1875 0.859375 0.3359375 0.9765625 0.671875 0.9296875 0.984375
w	0 0.5078125 0.140625 0.78125 0.234375 0.984375 0.2890625 0.6875 0.4453125 0.4296875 0.5625 0.6328125 0.671875 0.8828125 0.8515625 0.78125 0.9765625 0.46875
l	0.2578125 0.0078125 0.21875 0.2578125 0.1640625 0.390625 0.0390625 0.65625 0.046875 0.90625 0.1640625 0.9609375 0.4609375 0.9765625 0.6875 0.96875 0.9609375 0.90625
h	0.1015625 0 0.0625 0.3046875 0.0546875 0.6015625 0.0234375 0.9296875 0.0234375 0.5859375 0.1953125 0.40625 0.4296875 0.421875 0.4453125 0.6796875 0.390625 0.96875
x	0.203125 0.015625 0.3203125 0.2421875 0.5078125 0.59375 0.6640625 0.78125 0.828125 0.953125 0.078125 0.71875 0.375 0.453125 0.765625 0.1875 0.9609375 0.1015625
l	0 0.109375 0.0078125 0.0078125 0.0078125 0.1640625 0.0078125 0.3203125 0.0078125 0.53125 0.0078125 0.625 0.0078125 0.71875 0.0078125 0.890625 0.015625 0.9921875
t	0.3046875 0.0234375 0.28125 0.2265625 0.265625 0.4453125 0.25 0.5859375 0.2109375 0.7734375 0.2265625 0.9375 0.3515625 0.9921875 0.125 0.2578125 0.3203125 0.28125
p	0.1484375 0.1484375 0.1875 0.25 0.1796875 0.5859375 0.15625 0.8984375 0.0703125 0.0390625 0.3671875 0.0078125 0.6015625 0.1640625 0.5546875 0.421875 0.2421875 0.453125
n	0 0 0.03125 0.375 0.0234375 0.796875 0.015625 0.6484375 0.0703125 0.3671875 0.234375 0.21875 0.421875 0.390625 0.5 0.6796875 0.5390625 0.9609375
q	0.453125 0.015625 0.1484375 0 0 0.2265625 0.171875 0.4765625 0.4609375 0.296875 0.5546875 0.09375 0.5 0.2890625 0.4921875 0.6796875 0.4921875 0.9921875
o	0.171875 0.234375 0.0703125 0.421875 0.0078125 0.71875 0.0234375 0.9609375 0.296875 0.8046875 0.4140625 0.5859375 0.46875 0.3515625 0.375 0.03125 0.1484375 0.0546875
i	0.1015625 0.546875 0.1015625 0.546875 0.1015625 0.703125 0.109375 0.8203125 0.1640625 0.90625 0.2109375 0.96875 0.3671875 0.9921875 0 0.0546875 0.0859375 0.0546875
i	0.0625 0.515625 0.078125 0.5703125 0.0859375 0.671875 0.0859375 0.7265625 0.09375 0.7734375 0.09375 0.828125 0.09375 0.921875 0.1015625 0.9765625 0 0.0390625
y	0.1015625 0.0546875 0.125 0.2734375 0.2421875 0.3828125 0.359375 0.078125 0.3984375 0.3515625 0.390625 0.640625 0.296875 0.9375 0.109375 0.9375 0 0.7421875
w	0.0859375 0.3046875 0 0.6171875 0.1328125 0.96875 0.3828125 0.84375 0.4140625 0.515625 0.4921875 0.7578125 0.875 0.7578125 0.953125 0.4609375 0.8203125 0.1875
j	0.4375 0.328125 0.4375 0.4921875 0.453125 0.6484375 0.4453125 0.75 0.375 0.90625 0.2734375 0.9921875 0.125 0.96875 0.046875 0.90625 0.4140625 0
a	0.5546875 0.5078125 0.5 0.28125 0.1484375 0.390625 0 0.671875 0.1484375 0.9921875 0.453125 0.828125 0.5703125 0.4609375 0.5078125 0.796875 0.953125 0.875
u	0.015625 0.03125 0 0.5234375 0.1171875 0.8828125 0.4375 0.8046875 0.5390625 0.3359375 0.5078125 0.109375 0.3828125 0.5546875 0.5078125 0.9140625 0.8515625 0.96875
k	0.0546875 0.125 0.0703125 0.2265625 0.0546875 0.4765625 0.015625 0.828125 0.28125 0.484375 0.140625 0.5546875 0.046875 0.640625 0.109375 0.828125 0.234375 0.984375
x	0.03125 0.5546875 0.2734375 0.5078125 0.46875 0.6015625 0.3203125 0.875 0.1015625 0.9921875 0.8046875 0.4765625 0.4609375 0.671875 0.5546875 0.875 0.9453125 0.84375
t	0.25 0.0234375 0.21875 0.3125 0.203125 0.5625 0.21875 0.8125 0.3046875 0.9765625 0.5078125 0.984375 0.015625 0.359375 0.234375 0.3125 0.5 0.296875
s	0.453125 0.0625 0.4453125 0 0.1796875 0.0625 0.2265625 0.3203125 0.3984375 0.453125 0.5078125 0.546875 0.515625 0.7890625 0.3203125 0.953125 0.0234375 0.9921875
v	0.0234375 0.1875 0.0625 0.3203125 0.2265625 0.671875 0.3203125 0.8359375 0.4453125 0.9765625 0.484375 0.7265625 0.546875 0.3515625 0.625 0.078125 0.75 0
s	0.578125 0.3984375 0.6484375 0.109375 0.484375 0.078125 0.296875 0.25 0.3203125 0.5078125 0.484375 0.7421875 0.484375 0.9609375 0.1875 0.9921875 0 0.8828125
q	0.28125 0.03125 0.0390625 0.078125 0 0.40625 0.25 0.5078125 0.3984375 0.296875 0.3515625 0.0234375 0.3359375 0.2578125 0.34375 0.609375 0.34375 0.9609375
t	0.2890625 0.15625 0.390625 0.09375 0.3203125 0.3359375 0.21875 0.59375 0.21875 0.8359375 0.390625 0.9765625 0.59375 0.984375 0.1640625 0.2578125 0.421875 0.296875
a	0.0859375 0.5078125 0.4453125 0.40625 0.59375 0.65625 0.1875 0.625 0 0.9140625 0.3828125 0.9140625 0.5 0.671875 0.5859375 0.890625 0.9765625 0.859375
p	0.0078125 0.3203125 0.46875 0.1953125 0.3984375 0.265625 0.1171875 0.71875 0.125 0.6875 0.40625 0.359375 0.7109375 0.0625 0.984375 0.2578125 0.625 0.53125
c	0.671875 0.03125 0.4453125 0.0078125 0.2578125 0.078125 0.1015625 0.234375 0.015625 0.375 0 0.5546875 0.03125 0.7578125 0.1171875 0.90625 0.3203125 0.9921875
f	0 0.3046875 0.1953125 0.1640625 0.140625 0 0.09375 0.265625 0.1875 0.484375 0.3046875 0.8046875 0.1328125 0.8984375 0.1484375 0.625 0.3671875 0.4921875
x	0 0.9921875 0.2734375 0.6875 0.4609375 0.5078125 0.6328125 0.328125 0.0703125 0.0078125 0.2890625 0.25 0.5 0.5546875 0.703125 0.6953125 0.9765625 0.9296875
w	0 0.0546875 0.1171875 0.4921875 0.234375 0.890625 0.2890625 0.4765625 0.3515625 0.0234375 0.5625 0.4296875 0.734375 0.90625 0.8046875 0.4765625 0.9453125 0.0078125
r	0.0078125 0.296875 0.0859375 0.4609375 0.0859375 0.703125 0.0546875 0.9375 0.1015625 0.6171875 0.1640625 0.4453125 0.265625 0.2109375 0.4140625 0.1015625 0.5703125 0
r	0.015625 0 0.03125 0.3359375 0.0390625 0.6953125 0.0078125 0.9921875 0.015625 0.59375 0.0390625 0.2890625 0.15625 0.1015625 0.5234375 0.1484375 0.7421875 0.25
e	0.0859375 0.6875 0.3515625 0.5390625 0.40625 0.2109375 0.1484375 0.1796875 0.0234375 0.5625 0.0390625 0.9296875 0.3359375 0.9296875 0.7734375 0.6796875 0.9296875 0.5859375
p	0.078125 0.203125 0.1640625 0.4296875 0.1484375 0.671875 0.0859375 0.9609375 0.0078125 0.234375 0.1015625 0.0390625 0.3828125 0 0.515625 0.171875 0.375 0.4296875
n	0.0703125 0.0390625 0.0625 0.4140625 0.0546875 0.765625 0 0.6328125 0.0703125 0.3671875 0.3203125 0.21875 0.515625 0.3828125 0.5703125 0.640625 0.546875 0.953125
w	0 0.5234375 0.0625 0.6796875 0.1953125 0.859375 0.40625 0.8125 0.515625 0.640625 0.5 0.7578125 0.6640625 0.96875 0.9375 0.875 0.984375 0.6484375
p	0.234375 0.1171875 0.1484375 0.3671875 0.0390625 0.5859375 0 0.875 0.2421875 0.0703125 0.3515625 0 0.484375 0.1796875 0.296875 0.4453125 0.0703125 0.578125
c	0.7421875 0.1328125 0.4921875 0 0.25 0.1328125 0.1328125 0.2578125 0 0.609375 0.1015625 0.8828125 0.3203125 0.9765625 0.671875 0.9921875 0.8359375 0.8828125
x	0.75 0.078125 0.65625 0.265625 0.4296875 0.515625 0.2421875 0.7109375 0.0625 0.921875 0.2421875 0.296875 0.5078125 0.5078125 0.71875 0.7578125 0.8515625 0.9921875
q	0.3046875 0.046875 0.0234375 0.1875 0 0.484375 0.203125 0.4765625 0.3515625 0.21875 0.2734375 0.046875 0.2109375 0.3515625 0.203125 0.671875 0.3046875 0.96875
q	0.4921875 0.1171875 0.2578125 0.046875 0 0.1640625 0.1796875 0.3046875 0.3828125 0.2109375 0.265625 0 0.1953125 0.3359375 0.1796875 0.6484375 0.1875 0.953125
s	0.8828125 0.2578125 0.546875 0.0546875 0.1015625 0.0703125 0.3046875 0.3828125 0.7109375 0.4140625 0.984375 0.5546875 0.7265625 0.9609375 0.3515625 0.984375 0.1171875 0.890625
j	0.1484375 0.234375 0.4140625 0.21875 0.4296875 0.2265625 0.3828125 0.5546875 0.2265625 0.9296875 0.015625 0.9375 0.1484375 0.6328125 0.4453125 0.5546875 0.5078125 0
t	0.7109375 0.015625 0.5546875 0.140625 0.421875 0.3203125 0.34375 0.4609375 0.2578125 0.65625 0.265625 0.8671875 0 0.4140625 0.2890625 0.4609375 0.546875 0.5078125
v	0 0.328125 0.0390625 0.3203125 0.15625 0.5078125 0.2734375 0.703125 0.46875 0.96875 0.7109375 0.84375 0.890625 0.5859375 0.953125 0.3671875 0.984375 0.1953125
r	0.0078125 0 0.0078125 0.2734375 0.015625 0.5625 0.0703125 0.828125 0.078125 0.8671875 0.125 0.6015625 0.1953125 0.359375 0.3984375 0.2578125 0.546875 0.203125
q	0.4765625 0.0546875 0.296875 0.1328125 0.171875 0.2734375 0.3203125 0.171875 0.3515625 0.3125 0.2265625 0.546875 0.109375 0.7421875 0.078125 0.9375 0.2265625 0.859375
j	0.2265625 0.3671875 0.21875 0.5390625 0.21875 0.6484375 0.2109375 0.828125 0.171875 0.9453125 0.1171875 0.9921875 0.015625 0.9296875 0 0.8359375 0.2265625 0
s	0.7890625 0.21875 0.625 0.15625 0.28125 0.2734375 0.4765625 0.4375 0.9375 0.546875 0.9609375 0.859375 0.6328125 0.9921875 0.25 0.9609375 0 0.7265625
j	0.1875 0.484375 0.2109375 0.4453125 0.25 0.5546875 0.3125 0.734375 0.3359375 0.875 0.234375 0.984375 0.140625 0.9765625 0.0234375 0.921875 0.1953125 0.015625
m	0 0.0390625 0.03125 0.6328125 0 0.5 0.1875 0.0859375 0.5078125 0.4453125 0.4765625 0.84375 0.5859375 0.2734375 0.96875 0.3984375 0.984375 0.9921875
c	0.5390625 0.15625 0.484375 0 0.2109375 0.0625 0.046875 0.2265625 0 0.59375 0.09375 0.859375 0.2578125 0.984375 0.5546875 0.9921875 0.9453125 0.8203125
u	0.0078125 0.046875 0.0078125 0.3046875 0.0859375 0.71875 0.296875 0.9140625 0.5234375 0.6640625 0.5390625 0.2890625 0.578125 0.3359375 0.6328125 0.65625 0.703125 0.96875
e	0 0.375 0.40625 0.4375 0.8046875 0.265625 0.859375 0.0546875 0.4375 0 0.078125 0.09375 0 0.484375 0.21875 0.8515625 0.703125 0.9921875
t	0.046875 0 0.078125 0.203125 0.1484375 0.40625 0.2109375 0.578125 0.2421875 0.71875 0.2734375 0.921875 0.1015625 0.3125 0.296875 0.3359375 0.4453125 0.375
t	0.203125 0.015625 0.171875 0.25 0.140625 0.5 0.1171875 0.765625 0.171875 0.9921875 0.3515625 0.9921875 0.5625 0.9609375 0.046875 0.421875 0.2421875 0.3984375
j	0.21875 0.296875 0.2421875 0.34375 0.265625 0.53125 0.265625 0.7265625 0.265625 0.890625 0.171875 0.984375 0.03125 0.84375 0 0.703125 0.15625 0.0078125
g	0.5078125 0.03125 0.2578125 0.140625 0.3203125 0.375 0.5390625 0.2265625 0.4375 0.171875 0.4609375 0.5078125 0.4921875 0.796875 0.3046875 0.9921875 0.015625 0.9453125
e	0.078125 0.7734375 0.265625 0.8046875 0.890625 0.46875 0.890625 0.2109375 0.5546875 0.3125 0.359375 0.4296875 0.3359375 0.7421875 0.6171875 0.9453125 0.984375 0.9921875
g	0.359375 0.2578125 0.5234375 0.0234375 0.140625 0.0546875 0.140625 0.3125 0.421875 0.2265625 0.3984375 0.578125 0.28125 0.8828125 0.125 0.9453125 0.0859375 0.75
